Year,pdf_name,Aggregated_Context,Hit_Count,Auto_Priority_Score,KEEP(1)_or_EXCLUDE(0)
2020,nime2020_49.pdf,"...es.       Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 259   Fig... 

 ...tively).  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 260   Fig... 

 ...chnique.  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 261    Th... 

 ...stering.  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 262 3. DI... 

 ...a scene.  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 263     F... 

 ...ttan: End-User Programming for Music” In Proceedings  of New [INTERFACES] for Musical Expression (NIME) 2014, 2014, 28-33.  [6] C. Nas... 

 ...017.      Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 264... 

 ...cene data in the live  composition of a minimalist piece for [PIANO] and virtual choir  (singing the suburbs of Bristol using con...",9,39.8949026784589,0
2010,nime2010_Grossmann.pdf,"...ain  how some key decisions made for adapting the electronic [INTERFACE] to the instrument helped in the achi evement of more  musica... 

 ... the author(s).    Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 223   ... 

 ...er ins trument is essentially a  human being dealing with an [INTERFACE] which allows air to be  moved so that others can listen to i... 

 ...en mind  and body  Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 224   ... 

 ... The e-recorder    Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 225   ... 

 ...sor I had to take decisions on how to make of the electronic [INTERFACE] something organologically coherent. The arguments  behind th... 

 ...e, the  processes used to transform sound via the electronic [INTERFACE] are chosen and informed by a number of satisfactory results ... 

 ...ct to those elements. In this aspect, staring at a graphical [INTERFACE] consumes time, which might be otherwise used for  musical in...",15,39.87980610632249,0
2025,nime2025_24.pdf,"...n Garment and Prosthesis: The Design of an E-Textile Musical [INTERFACE] Qiaosheng Lyu qslyu2-c@my.cityu.edu.hk City, University of H... 

 ...tract This paper presents Noisy Flesh , an e-textile musical [INTERFACE] de- signed to control sound through body movement in perform... 

 ...gh body movement in performance. Unlike traditional wearable [INTERFACES] that function as garments, this work reimagines the textile ... 

 ... that function as garments, this work reimagines the textile [INTERFACE] as a prosthetic exten- sion that augments the performer’s bo... 

 ...performer’s body. The paper discusses both the design of the [INTERFACE] and its sonification method, em- phasising how the flexibili... 

 ...e experiences. This work explores the potential of e-textile [INTERFACES] to challenge conventional notions of wearability and embodim... 

 ...n performance. Keywords E-textile, Body Instrument, Wearable [INTERFACE] , Musical Prosthe- sis 1 Introduction E-textiles, as flexibl... 

 ..., have expanded the possibilities for interaction in musical [INTERFACE] design, especially in wearable forms [11, 16]. Traditional d...",51,39.87814177731117,0
2008,nime2008_Robertson.pdf,"...paniment, Beat Tracking, Human-Computer Interaction, Musical [INTERFACE] Evaluation 1. INTRODUCTION Our research concerns the task of... 

 ...cess from the test Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 319 Figure 1:... 

 ...sion on a software Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 320 version o... 

 ...n all experiments. Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 321 think I p... 

 ...style in question. Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 322 Table 2: ... 

 ... as an interactive Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 323 Table 5: ... 

 ...or live performance. InProc. International Conference on New [INTERFACES] for Musical Expression (NIME), New York, USA,2 0 0 7 . [7] J... 

 ...– 4 6 0 ,1 9 5 0 . Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 324...",12,39.76623927144551,0
2020,nime2020_55.pdf,"... Participants were required to use a T-Stick as a gestu- ral [INTERFACE] , they were given a subtractive synthesizer to make connecti... 

 ...lity, and as representative examples of a ges- tural control [INTERFACE] , sound synthesizer, and mapping de- sign environment respec... 

 ...d interaction with the device. Webmapper is a graphical user [INTERFACE] for libmapper [7], a ﬂexible C library for connecting multi-... 

 ... of the synthesizer through Webmapper’s simple drag and drop [INTERFACE] . Participants also had the ﬂexibility to edit the transfer ... 

 ...rary con- Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 291 Figur... 

 ...). vergent and/or divergent associations. The graphical user [INTERFACE] (GUI) seen by participants is shown in ﬁg. 1. More details o... 

 ...IL/TStick Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 292 to a ... 

 ...describes Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 293 eight...",14,39.7656450630888,0
2007,nime2007_Dannenberg.pdf,"...New [INTERFACES] for Popular Music Performance   Roger B. Dannenberg  School ... 

 ...lar  music through drum machines, sequencers, and loop-based [INTERFACES] . However, it seems that popular music has adapted to  new t... 

 ...these recent  developments, the current work aims to explore [INTERFACES] and  techniques that allow more flexible interaction with li... 

 ... B. Dannenberg.    Proceedings of the 2007 Conference on New [INTERFACES] for Musical Expression (NIME07), New York, NY, USA 130 a jaz... 

 ...oftware,  especially Ableton Live (www.ableton.com), but the [INTERFACE] does not seem to be designed to synchronize to live musician... 

 ...that we want to obtain a high degree of  autonomy. A control [INTERFACE] that requires the full attention of a  human is either a for... 

 ...must be reliable.  Proceedings of the 2007 Conference on New [INTERFACES] for Musical Expression (NIME07), New York, NY, USA 131 4.2 A... 

 ...rinted music with  Proceedings of the 2007 Conference on New [INTERFACES] for Musical Expression (NIME07), New York, NY, USA 132 the c...",23,39.695364118810105,0
2024,nime2024_12.pdf,"...slo Oslo, Norway griff@ifi.uio.no ABSTRACT dB is a web-based [INTERFACE] that serves as a “drummer bot” for exploring interactive gro... 

 ... data collection, and a comprehensive overview of system and [INTERFACE] architecture. We then present our pre- liminary user study t... 

 ...body as part of the musical instrument has been focal in new [INTERFACES] for musical ex- pression (NIMEs) [39], with a variety of art... 

 ...tion to passing the tapping inputs to the model, the browser [INTERFACE] offers knobs and buttons to control tempo, sam- pling, and t... 

 ...hms with the model’s confidence in its predictions. 4.4 User [INTERFACE] The user interface is based on a client-server architecture,... 

 ...s confidence in its predictions. 4.4 User Interface The user [INTERFACE] is based on a client-server architecture, where the front-en... 

 ...loped with HTML, CSS, and JavaScript, offers a user-friendly [INTERFACE] for rhythm in- put and parameter adjustment via a computer k... 

 ...s, and rhythmic density conditions. 5.1 Setup The user study [INTERFACE] (Figure 4) was a simplified version of the original design (...",21,39.54237181026154,0
2019,nime2019_Gregorio.pdf,"...ig- nal processing methods to the development of alternative [INTERFACES] for controlling parametric synthesis algorithms. One approac... 

 ...systems present alterna- tives to the traditional parametric [INTERFACES] , the proposed system explores ways in which feature-based s... 

 ...3]. The proposed work pertains primarily to the latter class [INTERFACES] . These control spaces have been proposed to simplify com- p... 

 ...y and nuance for a lowered barrier to entry, in that such an [INTERFACE] is likely to lead to a quick ex- haustion of possibility and... 

 ...ed by a later, ﬁne-tuning stage where the original parameter [INTERFACE] may be more appropriate. We believe this suggests that featu... 

 ...eters are exported for the bidirectional run-time model. new [INTERFACE] in a familiar mode of interaction, and to task prospective u... 

 ...TimbreMap 432 parameter values originating from instrument’s [INTERFACE] , and ˆ pto represent parameter values inferred by the learn... 

 ... a system for augmenting one-to-one paramet- ric synthesizer [INTERFACES] with timbre-based gestural control. Our future work will con...",19,39.504152016170345,0
2017,nime2017_gisaac.pdf,"...erated through numerous performances. Author Keywords Haptic [INTERFACES] , cross modal mapping, performance, mul- timodal interaction... 

 ...al interaction, terrain ACM Classiﬁcation H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing, H.5.2 [Informat... 

 ... Presentation] Sound and Music Computing, H.5.2 [Information [INTERFACES] and Pre- sentation] User Interfaces—Haptic I/O. 1. INTRODUCT... 

 ...ting, H.5.2 [Information Interfaces and Pre- sentation] User [INTERFACES] —Haptic I/O. 1. INTRODUCTION The introduction of digital mus... 

 ...w DMIs has led to the development of musical instruments and [INTERFACES] for which no signiﬁcant transfer of energy is required to pl... 

 ...f auditory, visual, and haptic feedback [9]. Because digital [INTERFACES] based around an ergonomic HCI model are generally designed t... 

 ...perience of creating a sound is reduced. Even though digital [INTERFACES] are material tools, the feeling of pressing a button or movi... 

 ...tual information to the tactile realm. The Haptic Wave is an [INTERFACE] that allows “cross-modal map- ping of digital to audio to th...",13,39.4626259945062,0
2006,nime2006_Farwell.pdf,"...(s). Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 358 of series... 

 ...ion to the eMouth and eMute. 3.1 Hardware The computer audio [INTERFACE] (a Hammerfall DSP Multiface) hosts the ultrasound transducer... 

 ...dible as a click or buzz. The drive level available from the [INTERFACE] headphone jack was in any case limited. If the pulse amplitu... 

 ...12]. Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 359 In use, t... 

 ...e pair of equations for the variables a and b. A simple user [INTERFACE] hides the math. The slide position, floating-point for conti... 

 ...ons: Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 360 1. At a g... 

 ...ated Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 361 between n... 

 ...e switch to a hacked USB game controller serving as computer [INTERFACE] . The eMute prototype is shown in Figure 5 and Figure 6. Fig...",13,39.446081119584285,0
2006,nime2006_Bottoni.pdf,"...com- Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 322 puter mus... 

 ...is a Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 323 very powe... 

 ... op- Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 324 Figure 3:... 

 ... Kapur, P. R. Cook. Yeah, chuck it! => dynamic, controllable [INTERFACE] mapping. In Proc. of NIME-05, pages 196–199, 2005. [11] S. R... 

 ...004. Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 325... 

 ...sical Expression (NIME06), Paris, France 324 Figure 3: Meta- [PIANO] and Additive patches erations are always coordinated, the pe... 

 ...oad range of applications (music, graphics, etc.). 3.1 Meta- [PIANO] The model used in this patch represents a 16-step buﬀer and ...",7,39.24337394817938,0
2025,nime2025_31.pdf,"...t of the  Slide-A-Phone. The Slide -A-Phone utilises tactile [INTERFACES] coupled with analogue and digital sensors to replicate the  ... 

 ...ored  commercially available instruments and digital musical [INTERFACES] . While these explorations enabled some level of  music-maki... 

 ... bespoke Accessible Musical  Instrument (AMI) with a tactile [INTERFACE] , driven by  a desire to  regain the agency, control, speed,... 

 ...nes the  actions of a slide whistle or trombone with tactile [INTERFACES] that  interact with analogue and digital sensors, outputting... 

 ... feedback has been aimed at  enhancing and expanding digital [INTERFACES] . This approach seeks  to foster a more intimate and recipro... 

 ...aterials for its  construction, and the range of sensors and [INTERFACES] that could  work to integrate these elements.  Though the in... 

 ...es that could  work to integrate these elements.  Though the [INTERFACE] aims  to  provide the user with the ability to play with acc... 

 ...ining the dimensions of the  initial design and how physical [INTERFACES] and sensors could be  positioned.   4.4 Design requirements ...",23,39.20981038996926,0
2016,nime2016_Bin.pdf,"...ties—Performing arts (e.g. dance, music); H.5.2 [Information [INTERFACES] and Presentation] User Interfaces—Evaluation/methodology 1. ... 

 ...music); H.5.2 [Information Interfaces and Presentation] User [INTERFACES] —Evaluation/methodology 1. INTRODUCTION This paper investiga... 

 ...out as part of an evening concert on the theme of Innovative [INTERFACES] , as part of the C4DM Concert Series at Queen Mary Universit... 

 ...t and those who did not 1. The Performer: the input; how the [INTERFACE] is used 2. The Instrument: the interface; how the sound is m... 

 ... the input; how the interface is used 2. The Instrument: the [INTERFACE] ; how the sound is made 3. The Sound: the output, describing... 

 ...elman. The ‘E’ in NIME: musical expression with new computer [INTERFACES] . In Proceedings of the International Conference on New Inte... 

 ...faces. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression , 2006. [6] S. Fels, A. Gadd, and A. ... 

 ...ments. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression , 2010. [11] J. Huang and C. L. Krumh...",11,39.11408578517819,0
2020,nime2020_16.pdf,"...g → Sound and music comput- ing; •Human-centered computing → [INTERFACE] design prototyping; Accessibility technologies; 1. INTRODUCT... 

 ...publications addressing the accessibility of digital musical [INTERFACES] mainly focus on th e use of mobile devices [7, 13] what besi... 

 ...imui.org. Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 83 into a... 

 ...e Bear ). Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 84 The in... 

 ...ino-Tu/ . Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 85 where ... 

 ...ossibili- Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 86 ties m... 

 ...children. Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 87 Figure... 

 ...Accessible digital musical instruments - a review of musical [INTERFACES] in inclusive music practice.Multimodal Technologies and Inte...",11,38.95286144605798,0
2015,nime2015_rvanrooyenb.pdf,"...).    339 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...which includes  an integrated dual channel preamp. The audio [INTERFACE] was  connected to a high-performance laptop running Windows ... 

 ...uCQMbC. 5 Detailed specifications for the Edirol UA-25 audio [INTERFACE] are located at http://bit.ly/1s2yRNL.  340 Proceedings of th... 

 ...RNL.  340 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...ice.  341 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...ng Percussive Gestures,"" in International  Conference of New [INTERFACES] for Musical Expression,  Vancouver, 2005.   [6]  M. Collicut... 

 ...s for  Percussion Tasks,"" in International Conference of New [INTERFACES] for Musical Expression, Pittsburgh, 2009.   [7]  S. Dahl, M.... 

 ... Bow Velocity Profiles,"" in International  Conference of New [INTERFACES] for Musical Expression,  Paris, 2006.   [11]  S. Dahl, ""Stri...",11,38.95286144605798,0
2013,nime2013_Rosselet.pdf,"...Jam On: a new [INTERFACE] for  web-based collective music performance    Ulysse Rossel... 

 ...l the musical content and structure of the song thanks to an [INTERFACE] relying on the free inking metaphor. The design of Jam On is... 

 ... of the technical system. The paper compares two alternative [INTERFACES] used in the development of the system and explores the vario... 

 ...and interactive as possible. Keywords Networked performance, [INTERFACE] design, mapping, web-based music application 1. INTRODUCTION... 

 ...l performance using standard day-to-day web technologies and [INTERFACES] . Following a design science approach – which involves the d... 

 ...nder the constraints of an internet browser’s graphical user [INTERFACE] . Our system is targeted towards people with little to no mu... 

 ... specifically two different alternatives as regards the user [INTERFACE] and its mapping to sound generation; and then explore their ... 

 ...vity and musicality. The development process of our system’s [INTERFACE] was guided by approaches from the field of usability enginee...",32,38.8224129506575,0
2011,nime2011_Smallwood.pdf,"... can be  played by holding it between the hands  like a tiny [ACCORDION] . One hand becomes  a kind of mute, which  is essentially vo... 

 ...und Arts, Circuit Bending, Hardware Hacking,  Human-Computer [INTERFACE] Design, Acoustic Ecology, Sound  Art, Electroacoustics, Lapt... 

 ...r(s).     Proceedings of the International Conference on New [INTERFACES] for Musical Expression, 30 May - 1 June 2011, Oslo, Norway 2... 

 ...nah.com   Proceedings of the International Conference on New [INTERFACES] for Musical Expression, 30 May - 1 June 2011, Oslo, Norway 2... 

 ...tocells.  Proceedings of the International Conference on New [INTERFACES] for Musical Expression, 30 May - 1 June 2011, Oslo, Norway 3... 

 ...le.html   Proceedings of the International Conference on New [INTERFACES] for Musical Expression, 30 May - 1 June 2011, Oslo, Norway 3... 

 ...speaker, making  the six instruments function as one larger, [ORGAN] -like  instrument.  3.4 Arcade Bells  The Arcade Bells resul...",7,38.76726150556494,0
2020,nime2020_54.pdf,"...tes tech- Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 285 nical... 

 ...ses two main questions: a)how to design responsive, reliable [INTERFACES] for musical interaction? and b) how do musicians develop exp... 

 ...cians develop expertise in their interaction with such novel [INTERFACES] ? The project is divided into three main steps: • Design of ... 

 ...re devel- Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 286 opmen... 

 ...tion bus. Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 287 Figur... 

 ... encoder; Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 288 dual ... 

 ...uments. InProceedings of the International Conference on New [INTERFACES] for Musical Expression, pages 443–448, 2014. Proceedings of ... 

 ...48, 2014. Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 289 [8] B...",12,38.58517613391336,0
2024,nime2024_19.pdf,"...revail- ing views of digital musical instruments confined to [INTERFACE] and synthesis components. Our exploration encompasses the pr... 

 ...f the participants were familiar with the use of custom-made [INTERFACES] . Pysiewicz and Weinzierl [18] have provided the most com- p... 

 ...th transi- tions between trajectories. 3. Custom GUI and TUI [INTERFACES] : these are controllers crafted to interact with existing sp... 

 .... The goal is to de- velop a unique tangible controller that [INTERFACES] with the existing parameters of a spatialization application... 

 ...ect involves granular spatialization of an existing tangible [INTERFACE] instrument driven by concatenative syn- thesis. Since 2013, ... 

 ... a 12-channel loudspeaker array. A maximum of three portable [INTERFACES] , designed follow- ing the same structural principle and sha... 

 ...form synthesis and spatialization with a single gesture. The [INTERFACES] (figure 3) consist of spring steel bands that carry flex sen... 

 ...ic (3D) resolution. Due to their design as tensegrities, the [INTERFACES] are dy- namically and organically responsive objects. By tur...",20,38.50466037240072,0
2010,nime2010_Quintas.pdf,"...s is achieved by using a custom computer vision system as an [INTERFACE] which maps the real-time the data extracted from the flame a... 

 ...d was already expressive.  As pointed by Perry Cook “Musical [INTERFACES] that we construct are influenced greatly by the type of musi... 

 ...strument (1) in which computer vision techniques are used as [INTERFACES] for live music performance; (2) in which hand controllers ar... 

 ...ing the controller as a visual metaphor. 2.1 Computer Vision [INTERFACES] Glitch DeLighter uses a computer vision system to track the ... 

 ...) developed at STEIM. This controller it is one of the first [INTERFACES] to give  gestural control and play of sound samples using MI... 

 ... air. This is achieved using a custom computer vision system [INTERFACE] that tracks the   flame’s position in real-time as parameter... 

 ...min.com/claramethod.html [6] Jordà, Sergi (2001) New Musical [INTERFACES] and New Music-making Paradigms, Proceedings of the 2001 New ... 

 ...ly it would be too hard to master. Just like if the key of a [PIANO] was 3 times smaller, a piano could have the triple keys, but...",9,38.47642725915614,0
2011,nime2011_Mullen.pdf,"...tic) Gap: An Internet-Enabled  Acoustic Brain-Computer Music [INTERFACE] Tim Mullen  Dept. of Cognitive Science and  Swartz Center fo... 

 ...possibilities for musical expression in Brain-Computer Music [INTERFACES] (BCMI),  while also introducing additional  challenges. In t... 

 ...e robotics hardware.     Keywords  EEG, Brain-Computer Music [INTERFACE] , Internet, Arduino.   1. INTRODUCTION  Electroencephalograp... 

 ...others to create what  we now call a brain -machine/computer [INTERFACE] (BMI/BCI) ,  which is a system that uses signals recorded di... 

 ...g Miranda  and Brouse to coin the term Brain -Computer Music [INTERFACE] (BCMI) to refer to systems that use a BCI for musical  expre... 

 ...porated local control of a digital  and/or synthesized music [INTERFACE] . There have been comparatively few attempts to create  BCMI... 

 ...r(s).     Proceedings of the International Conference on New [INTERFACES] for Musical Expression, 30 May - 1 June 2011, Oslo, Norway 4... 

 ...sion.     Proceedings of the International Conference on New [INTERFACES] for Musical Expression, 30 May - 1 June 2011, Oslo, Norway 4...",18,38.43824572534537,0
2012,nime2012_Kimura.pdf,"...sly impossible.We will need to further develop user-friendly [INTERFACES] , thusaffording many string players to try out this elegant ... 

 ... Guédy, N. Schnell, E. Fléty, and N.Leroy.  “Wireless sensor [INTERFACE] and gesture-follower formusic pedagogy”. In Proceedings of t... 

 ...music pedagogy”. In Proceedings of the 2007 Conferenceon New [INTERFACES] for Musical Expression (NIME07), NewYork, NY, USA, 2007.[2] ... 

 ...nd Performance”. In Proceedingsof the 2008 Conference on New [INTERFACES] for MusicalExpression (NIME08), Genova, Italy, 2008.[6] S. F... 

 ...going?” In Proceedings of the InternationalConference on New [INTERFACES] for Musical Expression,Paris, France, pp. 390–395, 2006.[16]... 

 ...when the violinist is preparing a stroke without playing,the [PIANO] part can naturally and musically be slowed downbefore the vi... 

 ...s lucid tempo and rubato, the violinist startsplaying as the [PIANO] plays the 8th note scale upward.  Theviolinist’ right arm mo... 

 ...ss” detection here, it is possible to naturally slow downthe [PIANO] part slightly, as any sensible human pianist would inreal li...",9,38.42799242830273,0
2005,nime2005_Steiner.pdf,"...king it easy to utilize a broader range of ges- tures. Human [INTERFACE] Devices (HIDs) such as joysticks, tablets, and gamepads are ... 

 ...t of Pd [13] objects for using a wide variety of HIDs (Human [INTERFACE] Devices) to build computer music instruments. The main objec... 

 ... coherent environment to create in- struments using gestural [INTERFACES] , supporting rapid proto- typing of instrument design ideas.... 

 ...back such as vibrations. This project is focused on physical [INTERFACES] , as opposed to video or motion sensors, because they can Pe... 

 ... data more reliably and at higher resolution. Also, physical [INTERFACES] allow for haptic feedback. The [hid] toolkit provides high-l... 

 ...re environments are already capable of using data from Human [INTERFACE] Devices (HIDs) such as joysticks, drawing tablets, gamepads,... 

 ...[Wacom], and [MTCcentroid], each with a distinct programming [INTERFACE] . The Max/MSP object [hi] is a good example for coherent int... 

 ...mple for coherent integration because it provides a sin- gle [INTERFACE] to many diﬀerent kinds of HIDs. SuperCollider provides very ...",27,38.39176574153251,0
2003,nime2003_Hatanaka.pdf,"...Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-77... 

 ...l instrument design, ergonomics, playability, human computer [INTERFACE] . 1. INTRODUCTION The busym odern lifestyle providesf ew opp... 

 ...cal instrument may Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-78... 

 ...m) (see Figure 5). Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-79... 

 ... the time required Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-80... 

 ...an the key slider, Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-81... 

 ...ker output system. Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-82... 

 ...//crca.ucsd.edu/~msp/software.html [9] Raskin, J. The Humane [INTERFACE] : New Directions for Designing Interactive Systems. Addison-...",11,38.26826897042114,0
2005,nime2005_Dannenberg.pdf,"....    Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 80 ma... 

 ...[3]  Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 81 3.... 

 ... to  Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 82 re... 

 ...lly the only controllable  parameter. Therefore, any bagpipe [INTERFACE] should be  particularly agile as a pitch controller.   As mi... 

 ...y.   Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 83 8.... 

 ...mate Homeric One-man- multimedia-band. In Proceedings of New [INTERFACES] for Musical Expression, (Dublin, Ireland, 2002),  2002.  [3]... 

 ...In  Proceedings of the 2003 International Conference on  New [INTERFACES] for Musical Expression (NIME-03),  (Montreal, 2003). McGill ... 

 ...     Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 84...",12,38.26623927144551,0
2017,nime2017_btaylor.pdf,"... Audio, Jose Maceda ACM Classiﬁcation See H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing—Methodologies an... 

 ...ic Computing—Methodologies and Techniques H.5.3 [Information [INTERFACES] and Presentation] Group and Orga- nization Interfaces—Collab... 

 ...mation Interfaces and Presentation] Group and Orga- nization [INTERFACES] —Collaborative Computing, C.2.4 [Com- puter Communication Ne... 

 ...gnayan’s is actively interacting with the radio as a musical [INTERFACE] . However, Dialtones codiﬁes many aspects of the genre: harn... 

 ...ation through distributed inter- faces [12]. The strategy of [INTERFACE] distribution inﬁltrated visual art of the era as well, such ... 

 ....ne app which lets them play piano notes through a graphical [INTERFACE] . The cloud of audience notes creates a background texture w... 

 ...elzebuth app, the audience uses gesture, rather than a touch [INTERFACE] , to create sound, and are guided through a series of gestur... 

 ...ollaborative performance for the masses, handling instrument [INTERFACE] distribution through the web. In Proceedings of the New Inte...",14,38.25856700331485,0
2023,nime2023_33.pdf,"...enerative models enabled the creation of a wide range of new [INTERFACES] for musical expression, including gestural music systems [7,... 

 ...re interested in ex- ploring soundwalking as a joint musical [INTERFACE] for deep generative models and critical practice of AI. Soun... 

 ...perform human musical tasks [15], practitioners might design [INTERFACES] that sup- port encountering uncanny sounds through embodied ... 

 ...on of deep latent spaces [16]. We argue that such em- bodied [INTERFACES] might foster new AI practices that do not impinge on existin... 

 ... and responding to more-than- human materialities of musical [INTERFACES] —may produce sit- uated knowledge on deep generative models ... 

 ...ition. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression, 2022. [6] S. Knotts and N. Collins. ... 

 ...tware. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression , pages 499–504, 2020. [7] C. P. Mart... 

 ...Torresen. Understanding musical predictions with an embodied [INTERFACE] for musical machine learning. Frontiers in Artificial Intell...",13,38.2169116696838,0
2016,nime2016_Cherston.pdf,"...is paper provides a description of the data-to-audio mapping [INTERFACES] supported by the project’s composition tool as well as a pre... 

 ...-Time, Auditory Display ACM Classiﬁcation H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing 1. INTRODUCTION ... 

 ...by the composer. The composition engine consists of two main [INTERFACES] . Physics enthusiasts can use a Python- based interface to i... 

 ...main interfaces. Physics enthusiasts can use a Python- based [INTERFACE] to integrate some basic scientiﬁc data anal- ysis tools and ... 

 ...equations, and composers can use an Open Sound Control (OSC) [INTERFACE] to sonify data that has al- ready been extracted from the co... 

 ...3. SYSTEM ARCHITECTURE 3.1 Overview Our soniﬁcation platform [INTERFACES] with partially recon- structed real-time data from the ATLAS... 

 ...duced by ATLAS, and some basic plots of the data. 4. MAPPING [INTERFACES] 4.1 Overview In order to compose audio, users must interact ... 

 ...view In order to compose audio, users must interact with two [INTERFACES] : a Python interface that controls the set of selec- tion re...",47,38.15605967688843,0
