Year,pdf_name,ID,title,author,keywords,abstract,doi,bibtex
2017,nime2017_mkallionpaa.pdf,nime2017_mkallionpaa,Composing and Realising a Game-like Performance for Disklavier and Electronics,Maria Kallionpää and Chris Greenhalgh and Adrian Hazzard and David M. Weigl and Kevin R. Page and Steve Benford,,"&#8220;Climb!&#8221; is a musical composition that combines the ideas of a classical virtuoso piece and a computer game. We present a case study of the composition process and realization of &#8220;Climb!&#8221;, written for Disklavier and a digital interactive engine, which was co-developed together with the musical score. Specifically, the engine combines a system for recognising and responding to musical trigger phrases along with a dynamic digital score renderer. This tool chain allows for the composer's original scoring to include notational elements such as trigger phrases to be automatically extracted to auto-configure the engine for live performance. We reflect holistically on the development process to date and highlight the emerging challenges and opportunities. For example, this includes the potential for further developing the workflow around the scoring process and the ways in which support for musical triggers has shaped the compositional approach.",10.5281/zenodo.1176318,"@inproceedings{nime2017_mkallionpaa,
 abstract = {&#8220;Climb!&#8221; is a musical composition that combines the ideas of a classical virtuoso piece and a computer game. We present a case study of the composition process and realization of &#8220;Climb!&#8221;, written for Disklavier and a digital interactive engine, which was co-developed together with the musical score. Specifically, the engine combines a system for recognising and responding to musical trigger phrases along with a dynamic digital score renderer. This tool chain allows for the composer's original scoring to include notational elements such as trigger phrases to be automatically extracted to auto-configure the engine for live performance. We reflect holistically on the development process to date and highlight the emerging challenges and opportunities. For example, this includes the potential for further developing the workflow around the scoring process and the ways in which support for musical triggers has shaped the compositional approach.},
 address = {Copenhagen, Denmark},
 author = {Maria Kallionpää and Chris Greenhalgh and Adrian Hazzard and David M. Weigl and Kevin R. Page and Steve Benford},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1176318},
 issn = {2220-4806},
 pages = {464--469},
 publisher = {Aalborg University Copenhagen},
 title = {Composing and Realising a Game-like Performance for Disklavier and Electronics},
 url = {http://www.nime.org/proceedings/2017/nime2017_paper0088.pdf},
 year = {2017}
}
"
2009,nime2009_Havryliv.pdf,nime2009_Havryliv,Haptic Carillon -- Analysis & Design of the Carillon Mechanism,"Havryliv, Mark and Naghdy, Fazel and Schiemer, Greg and Hurd, Timothy","Haptics, force-feedback, mechanical analysis. ","The carillon is one of the few instruments that elicit sophisticated haptic interaction from amateur and professional players alike. Like the piano keyboard, the velocity of a player's impact on each carillon key, or baton, affects the quality of the resultant tone; unlike the piano, each carillon baton returns a different forcefeedback. Force-feedback varies widely from one baton to the next across the entire range of the instrument and with further idiosyncratic variation from one instrument to another. This makes the carillon an ideal candidate for haptic simulation. The application of synthesized forcefeedback based on an analysis of forces operating in a typical carillon mechanism offers a blueprint for the design of an electronic practice clavier and with it the solution to a problem that has vexed carillonists for centuries, namely the inability to rehearse repertoire in private. This paper will focus on design and implementation of a haptic carillon clavier derived from an analysis of the Australian National Carillon in Canberra. ",10.5281/zenodo.1177569,"@inproceedings{nime2009_Havryliv,
 abstract = {The carillon is one of the few instruments that elicit sophisticated haptic interaction from amateur and professional players alike. Like the piano keyboard, the velocity of a player's impact on each carillon key, or baton, affects the quality of the resultant tone; unlike the piano, each carillon baton returns a different forcefeedback. Force-feedback varies widely from one baton to the next across the entire range of the instrument and with further idiosyncratic variation from one instrument to another. This makes the carillon an ideal candidate for haptic simulation. The application of synthesized forcefeedback based on an analysis of forces operating in a typical carillon mechanism offers a blueprint for the design of an electronic practice clavier and with it the solution to a problem that has vexed carillonists for centuries, namely the inability to rehearse repertoire in private. This paper will focus on design and implementation of a haptic carillon clavier derived from an analysis of the Australian National Carillon in Canberra. },
 address = {Pittsburgh, PA, United States},
 author = {Havryliv, Mark and Naghdy, Fazel and Schiemer, Greg and Hurd, Timothy},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1177569},
 issn = {2220-4806},
 keywords = {Haptics, force-feedback, mechanical analysis. },
 pages = {187--192},
 title = {Haptic Carillon -- Analysis \& Design of the Carillon Mechanism},
 url = {http://www.nime.org/proceedings/2009/nime2009_187.pdf},
 year = {2009}
}
"
2012,nime2012_Makelberge.pdf,nime2012_Makelberge,Perfect Take: Experience design and new interfaces for musical expression,Nicolas Makelberge and Álvaro Barbosa and André Perrotta and Luís Sarmento Ferreira,"NIME, Networked Music, MIDI, Disklavier, music collaboration, creativity","''Perfect Take'' is a public installation out of networked acoustic instruments that let composers from all over the world exhibit their MIDI-works by means of the Internet. The primary aim of this system is to offer composers a way to have works exhibited and recorded in venues and with technologies not accessible to him/her under normal circumstances. The Secondary aim of this research is to highlight experience design as a complement to interaction design, and a shift of focus from functionality of a specific gestural controller, towards the environments, events and processes that they are part of.",10.5281/zenodo.1178339,"@inproceedings{nime2012_Makelberge,
 abstract = {''Perfect Take'' is a public installation out of networked acoustic instruments that let composers from all over the world exhibit their MIDI-works by means of the Internet. The primary aim of this system is to offer composers a way to have works exhibited and recorded in venues and with technologies not accessible to him/her under normal circumstances. The Secondary aim of this research is to highlight experience design as a complement to interaction design, and a shift of focus from functionality of a specific gestural controller, towards the environments, events and processes that they are part of.},
 address = {Ann Arbor, Michigan},
 author = {Nicolas Makelberge and {\'A}lvaro Barbosa and Andr{\'e} Perrotta and Lu{\'i}s Sarmento Ferreira},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1178339},
 issn = {2220-4806},
 keywords = {NIME, Networked Music, MIDI, Disklavier, music collaboration, creativity},
 publisher = {University of Michigan},
 title = {Perfect Take: Experience design and new interfaces for musical expression},
 url = {http://www.nime.org/proceedings/2012/nime2012_208.pdf},
 year = {2012}
}
"
2020,nime2020_125.pdf,nime2020_125,BachDuet: A Deep Learning System for Human-Machine Counterpoint Improvisation,"Benetatos, Christodoulos and VanderStel, Joseph and Duan, Zhiyao",,"During theBaroque period, improvisation was a key element of music performance and education. Great musicians, such as J.S. Bach, were better known as improvisers than composers. Today,  however,  there  is  a  lack  of  improvisation culture in classical music performance and education; classical musicians either are not trained to improvise, or cannot find other people to improvise with.  Motivated by this observation,  we  develop BachDuet,  a  system  that  enables real-time counterpoint improvisation between a human anda machine.  This system uses a recurrent neural network toprocess the human musician’s monophonic performance ona MIDI keyboard and generates the machine’s monophonic performance in real time. We  develop a GUI to visualize the generated music content and to facilitate this interaction. We  conduct  user  studies  with  13  musically  trained users  and  show  the  feasibility  of  two-party  duet  counterpoint improvisation and the effectiveness of BachDuet for this purpose.  We also conduct listening tests with 48 participants and show that they cannot tell the difference between duets generated by human-machine improvisation using BachDuet and those generated by human-human improvisation.  Objective evaluation is also conducted to assess the degree to which these improvisations adhere to common rules of counterpoint, showing promising results.",10.5281/zenodo.4813234,"@inproceedings{nime2020_125,
 abstract = {During theBaroque period, improvisation was a key element of music performance and education. Great musicians, such as J.S. Bach, were better known as improvisers than composers. Today,  however,  there  is  a  lack  of  improvisation culture in classical music performance and education; classical musicians either are not trained to improvise, or cannot find other people to improvise with.  Motivated by this observation,  we  develop BachDuet,  a  system  that  enables real-time counterpoint improvisation between a human anda machine.  This system uses a recurrent neural network toprocess the human musician’s monophonic performance ona MIDI keyboard and generates the machine’s monophonic performance in real time. We  develop a GUI to visualize the generated music content and to facilitate this interaction. We  conduct  user  studies  with  13  musically  trained users  and  show  the  feasibility  of  two-party  duet  counterpoint improvisation and the effectiveness of BachDuet for this purpose.  We also conduct listening tests with 48 participants and show that they cannot tell the difference between duets generated by human-machine improvisation using BachDuet and those generated by human-human improvisation.  Objective evaluation is also conducted to assess the degree to which these improvisations adhere to common rules of counterpoint, showing promising results.},
 address = {Birmingham, UK},
 author = {Benetatos, Christodoulos and VanderStel, Joseph and Duan, Zhiyao},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.4813234},
 editor = {Romain Michon and Franziska Schroeder},
 issn = {2220-4806},
 month = {July},
 pages = {635--640},
 presentation-video = {https://youtu.be/wFGW0QzuPPk},
 publisher = {Birmingham City University},
 title = {BachDuet: A Deep Learning System for Human-Machine Counterpoint Improvisation},
 url = {https://www.nime.org/proceedings/2020/nime2020_paper125.pdf},
 year = {2020}
}
"
2025,nime2025_57.pdf,nime2025_57,Towards the Continuous Harmonium: Replicating the Continuous Keyboard,Travis West and Ninad Puranik and Gary Scavone and Marcelo Wanderley,,"In our effort to develop an augmented harmonium to enable the performance of continuous pitch ornamentation while preserving typical harmonium gestures, we have replicated the continuous keyboard presented by McPherson et al. in prior work. We present 1) our adaptations to the design of the sensing system, 2) our preliminary novel mapping design, and 3) a report on our replication process.",10.5281/zenodo.15699652,"@inproceedings{nime2025_57,
 abstract = {In our effort to develop an augmented harmonium to enable the performance of continuous pitch ornamentation while preserving typical harmonium gestures, we have replicated the continuous keyboard presented by McPherson et al. in prior work. We present 1) our adaptations to the design of the sensing system, 2) our preliminary novel mapping design, and 3) a report on our replication process.},
 address = {Canberra, Australia},
 articleno = {57},
 author = {Travis West and Ninad Puranik and Gary Scavone and Marcelo Wanderley},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.15699652},
 editor = {Doga Cavdir and Florent Berthaut},
 issn = {2220-4806},
 month = {June},
 numpages = {4},
 pages = {406--409},
 presentation-video = {https://youtu.be/iFCblP3tDxk},
 title = {Towards the Continuous Harmonium: Replicating the Continuous Keyboard},
 track = {Paper},
 url = {http://nime.org/proceedings/2025/nime2025_57.pdf},
 urlsuppl1 = {http://nime.org/proceedings/2025/nime2025_57_file01.mp4},
 year = {2025}
}
"
2012,nime2012_Kapur.pdf,nime2012_Kapur,"Kritaanjali: A Robotic Harmonium for Performance, Pedogogy and Research",Ajay Kapur and Jim Murphy and Dale Carnegie,"Musical Robotics, pedagogy, North Indian Classical Music, augmented instruments","In this paper, we introduce Kritaanjli, a robotic harmo-nium. Details concerning the design, construction, and use of Kritaanjli are discussed. After an examination of related work, quantitative research concerning the hardware chosen in the construction of the instrument is shown, as is a thor-ough exposition of the design process and use of CAD/CAM techniques in the design lifecycle of the instrument. Addi-tionally, avenues for future work and compositional prac-tices are focused upon, with particular emphasis placed on human/robot interaction, pedagogical techniques afforded by the robotic instrument, and compositional avenues made accessible through the use of Kritaanjli.",10.5281/zenodo.1178299,"@inproceedings{nime2012_Kapur,
 abstract = {In this paper, we introduce Kritaanjli, a robotic harmo-nium. Details concerning the design, construction, and use of Kritaanjli are discussed. After an examination of related work, quantitative research concerning the hardware chosen in the construction of the instrument is shown, as is a thor-ough exposition of the design process and use of CAD/CAM techniques in the design lifecycle of the instrument. Addi-tionally, avenues for future work and compositional prac-tices are focused upon, with particular emphasis placed on human/robot interaction, pedagogical techniques afforded by the robotic instrument, and compositional avenues made accessible through the use of Kritaanjli.},
 address = {Ann Arbor, Michigan},
 author = {Ajay Kapur and Jim Murphy and Dale Carnegie},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1178299},
 issn = {2220-4806},
 keywords = {Musical Robotics, pedagogy, North Indian Classical Music, augmented instruments},
 publisher = {University of Michigan},
 title = {Kritaanjali: A Robotic Harmonium for Performance, Pedogogy and Research},
 url = {http://www.nime.org/proceedings/2012/nime2012_99.pdf},
 year = {2012}
}
"
2014,nime2014_slui.pdf,nime2014_slui,A Real Time Common Chord Progression Guide on the Smartphone for Jamming Pop Song on the Music Keyboard,Simon Lui,,"Pop music jamming on the keyboard requires massive music knowledge. Musician needs to understand and memorize the behavior of each chord in different keys. However, most simple pop music follows a common chord progression pattern. This pattern applies to most simple pop music on all the 12 keys. We designed an app that can reduce the difficulty of music jamming on the keyboard by using this pattern. The app displays the current chord in the Roman numeral and suggests the expected next chord in an easy to understand way on a smartphone. This work investigates into the human computer interaction perspective of music performance. We use a smartphone app as a bridge, which assists musician to react faster in music jamming by transforming the complex music knowledge into a simple, unified and easy to understand format. Experiment result shows that this app can help the non-keyboardist musician to learn pop music jamming. It also shows that the app is useful to assist keyboardist in making key transpose and playing music in the key with many sharps and flats. We will use the same interface design to guide user on playing other chord progressions such as the jazz chord progression.",10.5281/zenodo.1178855,"@inproceedings{nime2014_slui,
 abstract = {Pop music jamming on the keyboard requires massive music knowledge. Musician needs to understand and memorize the behavior of each chord in different keys. However, most simple pop music follows a common chord progression pattern. This pattern applies to most simple pop music on all the 12 keys. We designed an app that can reduce the difficulty of music jamming on the keyboard by using this pattern. The app displays the current chord in the Roman numeral and suggests the expected next chord in an easy to understand way on a smartphone. This work investigates into the human computer interaction perspective of music performance. We use a smartphone app as a bridge, which assists musician to react faster in music jamming by transforming the complex music knowledge into a simple, unified and easy to understand format. Experiment result shows that this app can help the non-keyboardist musician to learn pop music jamming. It also shows that the app is useful to assist keyboardist in making key transpose and playing music in the key with many sharps and flats. We will use the same interface design to guide user on playing other chord progressions such as the jazz chord progression.},
 address = {London, United Kingdom},
 author = {Simon Lui},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1178855},
 issn = {2220-4806},
 month = {June},
 pages = {98--101},
 publisher = {Goldsmiths, University of London},
 title = {A Real Time Common Chord Progression Guide on the Smartphone for Jamming Pop Song on the Music Keyboard},
 url = {http://www.nime.org/proceedings/2014/nime2014_275.pdf},
 year = {2014}
}
"
2019,nime2019_deSouzaNunes.pdf,nime2019_deSouzaNunes,SIBILIM: A low-cost customizable wireless musical interface,Helena de Souza Nunes and Federico Visi and Lydia Helena Wohl Coelho and Rodrigo Schramm,,"This paper presents the SIBILIM, a low-cost musical interface composed of a resonance box made of cardboard containing customised push buttons that interact with a smartphone through its video camera. Each button can be mapped to a set of MIDI notes or control parameters. The sound is generated through synthesis or sample playback and can be amplified with the help of a transducer, which excites the resonance box. An essential contribution of this interface is the possibility of reconfiguration of the buttons layout without the need to hard rewire the system since it uses only the smartphone built-in camera. This features allow for quick instrument customisation for different use cases,
such as low cost projects for schools or instrument building  workshops. Our case study used the Sibilim for music education, where it was designed to develop the conscious of music perception and to stimulate creativity through exercises of short tonal musical compositions. We conducted a study with a group of twelve participants in an experimental workshop to verify its validity.",10.5281/zenodo.3672850,"@inproceedings{nime2019_deSouzaNunes,
 abstract = {This paper presents the SIBILIM, a low-cost musical interface composed of a resonance box made of cardboard containing customised push buttons that interact with a smartphone through its video camera. Each button can be mapped to a set of MIDI notes or control parameters. The sound is generated through synthesis or sample playback and can be amplified with the help of a transducer, which excites the resonance box. An essential contribution of this interface is the possibility of reconfiguration of the buttons layout without the need to hard rewire the system since it uses only the smartphone built-in camera. This features allow for quick instrument customisation for different use cases,
such as low cost projects for schools or instrument building  workshops. Our case study used the Sibilim for music education, where it was designed to develop the conscious of music perception and to stimulate creativity through exercises of short tonal musical compositions. We conducted a study with a group of twelve participants in an experimental workshop to verify its validity.},
 address = {Porto Alegre, Brazil},
 author = {Helena de Souza Nunes and Federico Visi and Lydia Helena Wohl Coelho and Rodrigo Schramm},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.3672850},
 editor = {Marcelo Queiroz and Anna Xambó Sedó},
 issn = {2220-4806},
 month = {June},
 pages = {15--20},
 publisher = {UFRGS},
 title = {SIBILIM: A low-cost customizable wireless musical interface},
 url = {http://www.nime.org/proceedings/2019/nime2019_paper004.pdf},
 year = {2019}
}
"
2015,nime2015_ndalessandro.pdf,nime2015_ndalessandro,AirPiano: A Multi-Touch Keyboard with Hovering Control,Nicolas d'Alessandro and Joëlle Tilmanne and Ambroise Moreau and Antonin Puleo,,"In this paper, we describe the prototyping of two musical interfaces that use the LeapMotion camera in conjunction with two different touch surfaces: a Wacom tablet and a transparent PVC sheet. In the Wacom use case, the camera is between the hand and the surface. In the PVC use case, the camera is under the transparent sheet and tracks the hand through it. The aim of this research is to explore hovering motion surrounding the touch interaction on the surface and include properties of such motion in the musical interaction. We present our unifying software, called AirPiano, that discretises the 3D space into 'keys' and proposes several mapping strategies with the available dimensions. These control dimensions are mapped onto a modified HandSketch sound engine that achieves multitimbral pitch-synchronous point cloud granulation.",10.5281/zenodo.1181434,"@inproceedings{nime2015_ndalessandro,
 abstract = {In this paper, we describe the prototyping of two musical interfaces that use the LeapMotion camera in conjunction with two different touch surfaces: a Wacom tablet and a transparent PVC sheet. In the Wacom use case, the camera is between the hand and the surface. In the PVC use case, the camera is under the transparent sheet and tracks the hand through it. The aim of this research is to explore hovering motion surrounding the touch interaction on the surface and include properties of such motion in the musical interaction. We present our unifying software, called AirPiano, that discretises the 3D space into 'keys' and proposes several mapping strategies with the available dimensions. These control dimensions are mapped onto a modified HandSketch sound engine that achieves multitimbral pitch-synchronous point cloud granulation.},
 address = {Baton Rouge, Louisiana, USA},
 author = {Nicolas d'Alessandro and Jo\''elle Tilmanne and Ambroise Moreau and Antonin Puleo},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1181434},
 editor = {Edgar Berdahl and Jesse Allison},
 issn = {2220-4806},
 month = {May},
 pages = {255--258},
 publisher = {Louisiana State University},
 title = {AirPiano: A Multi-Touch Keyboard with Hovering Control},
 url = {http://www.nime.org/proceedings/2015/nime2015_261.pdf},
 year = {2015}
}
"
2025,nime2025_78.pdf,nime2025_78,AR Matchmaking: The Compatibility of Musical Instruments with an AR Interface,Hyunkyung Shin and Henrik von Coler,,"Augmented Reality (AR) interfaces offer new possibilities for musical expression by extending the capabilities of acoustic, electronic, and electroacoustic instruments. This study investigates the usability of the ARCube, an AR-based spatial audio controller, with twelve distinct musical instruments played by experienced musicians. We identify usability challenges specific to certain instruments, particularly for two-handed playing, as well as issues related to gesture recognition and cube stability. Our analysis shows that interaction patterns, such as cube placement, sound effect usage, and gesture strategies, vary significantly between instruments. These differences are driven by the physical form of the instruments, the required playing techniques, and user expectations for control and responsiveness. Based on these insights, we suggest directions for developing adaptable AR interfaces that better accommodate diverse instruments and support broader integration of AR technologies into musical practice. ",10.5281/zenodo.15698952,"@inproceedings{nime2025_78,
 abstract = {Augmented Reality (AR) interfaces offer new possibilities for musical expression by extending the capabilities of acoustic, electronic, and electroacoustic instruments. This study investigates the usability of the ARCube, an AR-based spatial audio controller, with twelve distinct musical instruments played by experienced musicians. We identify usability challenges specific to certain instruments, particularly for two-handed playing, as well as issues related to gesture recognition and cube stability. Our analysis shows that interaction patterns, such as cube placement, sound effect usage, and gesture strategies, vary significantly between instruments. These differences are driven by the physical form of the instruments, the required playing techniques, and user expectations for control and responsiveness. Based on these insights, we suggest directions for developing adaptable AR interfaces that better accommodate diverse instruments and support broader integration of AR technologies into musical practice. },
 address = {Canberra, Australia},
 articleno = {78},
 author = {Hyunkyung Shin and Henrik von Coler},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.15698952},
 editor = {Doga Cavdir and Florent Berthaut},
 issn = {2220-4806},
 month = {June},
 numpages = {8},
 pages = {537--544},
 title = {AR Matchmaking: The Compatibility of Musical Instruments with an AR Interface},
 track = {Paper},
 url = {http://nime.org/proceedings/2025/nime2025_78.pdf},
 year = {2025}
}
"
2019,nime2019_Dahlstedt.pdf,nime2019_Dahlstedt,Taming and Tickling the Beast --- Multi-Touch Keyboard as Interface for a Physically Modelled Interconnected Resonating Super-Harp,Palle Dahlstedt,,"Libration Perturbed is a performance and an improvisation instrument, originally composed and designed for a multi-speaker dome. The performer controls a bank of 64 virtual inter-connected resonating strings, with individual and direct control of tuning and resonance characteristics through a multitouch-enhanced klavier interface (TouchKeys). It is a hybrid acoustic-electronic instrument, as all string vibrations originate from physical vibrations in the klavier and its casing, captured through contact microphones. In addition, there are gestural strings, called ropes, excited by performed musical gestures. All strings and ropes are connected, and inter-resonate together as a ”super-harp”, internally and through the performance space. With strong resonance, strings may go into chaotic motion or emergent quasi-periodic patterns, but custom adaptive leveling mechanisms keep loudness under the musician's control at all times. The hybrid digital/acoustic approach and the enhanced keyboard provide for an expressive and very physical interaction, and a strong multi-channel immersive experience. The paper describes the aesthetic choices behind the design of the system, as well as the technical implementation, and – primarily – the interaction design, as it emerges from mapping, sound design, physical modeling and integration of the acoustic, the gestural, and the virtual. The work is evaluated based on the experiences from a series of performances.",10.5281/zenodo.3672862,"@inproceedings{nime2019_Dahlstedt,
 abstract = {Libration Perturbed is a performance and an improvisation instrument, originally composed and designed for a multi-speaker dome. The performer controls a bank of 64 virtual inter-connected resonating strings, with individual and direct control of tuning and resonance characteristics through a multitouch-enhanced klavier interface (TouchKeys). It is a hybrid acoustic-electronic instrument, as all string vibrations originate from physical vibrations in the klavier and its casing, captured through contact microphones. In addition, there are gestural strings, called ropes, excited by performed musical gestures. All strings and ropes are connected, and inter-resonate together as a ”super-harp”, internally and through the performance space. With strong resonance, strings may go into chaotic motion or emergent quasi-periodic patterns, but custom adaptive leveling mechanisms keep loudness under the musician's control at all times. The hybrid digital/acoustic approach and the enhanced keyboard provide for an expressive and very physical interaction, and a strong multi-channel immersive experience. The paper describes the aesthetic choices behind the design of the system, as well as the technical implementation, and – primarily – the interaction design, as it emerges from mapping, sound design, physical modeling and integration of the acoustic, the gestural, and the virtual. The work is evaluated based on the experiences from a series of performances.},
 address = {Porto Alegre, Brazil},
 author = {Palle Dahlstedt},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.3672862},
 editor = {Marcelo Queiroz and Anna Xambó Sedó},
 issn = {2220-4806},
 month = {June},
 pages = {47--52},
 publisher = {UFRGS},
 title = {Taming and Tickling the Beast --- Multi-Touch Keyboard as Interface for a Physically Modelled Interconnected Resonating Super-Harp},
 url = {http://www.nime.org/proceedings/2019/nime2019_paper010.pdf},
 year = {2019}
}
"
2013,nime2013_Walther.pdf,nime2013_Walther,Rocking the Keys with a Multi-Touch Interface,Thomas Walther and Damir Ismailović and Bernd Brügge,"multi-touch, mobile, keyboard, interface","Although multi-touch user interfaces have become a widespread form of humancomputer interaction in many technical areas, they haven't found their way intolive performances of musicians and keyboarders yet. In this paper, we present anovel multi-touch interface method aimed at professional keyboard players. Themethod, which is inspired by computer trackpads, allows controlling up to tencontinuous parameters of a keyboard with one hand, without requiring the userto look at the touch area --- a significant improvement over traditional keyboardinput controls. We discuss optimizations needed to make our interface reliable,and show in an evaluation with four keyboarders of different skill level thatthis method is both intuitive and powerful, and allows users to more quicklyalter the sound of their keyboard than they could with current input solutions.",10.5281/zenodo.1178684,"@inproceedings{nime2013_Walther,
 abstract = {Although multi-touch user interfaces have become a widespread form of humancomputer interaction in many technical areas, they haven't found their way intolive performances of musicians and keyboarders yet. In this paper, we present anovel multi-touch interface method aimed at professional keyboard players. Themethod, which is inspired by computer trackpads, allows controlling up to tencontinuous parameters of a keyboard with one hand, without requiring the userto look at the touch area --- a significant improvement over traditional keyboardinput controls. We discuss optimizations needed to make our interface reliable,and show in an evaluation with four keyboarders of different skill level thatthis method is both intuitive and powerful, and allows users to more quicklyalter the sound of their keyboard than they could with current input solutions.},
 address = {Daejeon, Republic of Korea},
 author = {Thomas Walther and Damir Ismailovi{\'c} and Bernd Br{\''u}gge},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1178684},
 issn = {2220-4806},
 keywords = {multi-touch, mobile, keyboard, interface},
 month = {May},
 pages = {98--101},
 publisher = {Graduate School of Culture Technology, KAIST},
 title = {Rocking the Keys with a Multi-Touch Interface},
 url = {http://www.nime.org/proceedings/2013/nime2013_275.pdf},
 year = {2013}
}
"
2007,nime2007_Francois.pdf,nime2007_Francois,Visual Feedback in Performer-Machine Interaction for Musical Improvisation,"François, Alexandre R. and Chew, Elaine and Thurmond, Dennis","Performer-machine interaction, visualization design, machine improvisation ","This paper describes the design of Mimi, a multi-modal interactive musical improvisation system that explores the potential and powerful impact of visual feedback in performermachine interaction. Mimi is a performer-centric tool designed for use in performance and teaching. Its key andnovel component is its visual interface, designed to providethe performer with instantaneous and continuous information on the state of the system. For human improvisation,in which context and planning are paramount, the relevantstate of the system extends to the near future and recentpast. Mimi's visual interface allows for a peculiar blendof raw reflex typically associated with improvisation, andpreparation and timing more closely affiliated with scorebased reading. Mimi is not only an effective improvisationpartner, it has also proven itself to be an invaluable platformthrough which to interrogate the mental models necessaryfor successful improvisation.",10.5281/zenodo.1177091,"@inproceedings{nime2007_Francois,
 abstract = {This paper describes the design of Mimi, a multi-modal interactive musical improvisation system that explores the potential and powerful impact of visual feedback in performermachine interaction. Mimi is a performer-centric tool designed for use in performance and teaching. Its key andnovel component is its visual interface, designed to providethe performer with instantaneous and continuous information on the state of the system. For human improvisation,in which context and planning are paramount, the relevantstate of the system extends to the near future and recentpast. Mimi's visual interface allows for a peculiar blendof raw reflex typically associated with improvisation, andpreparation and timing more closely affiliated with scorebased reading. Mimi is not only an effective improvisationpartner, it has also proven itself to be an invaluable platformthrough which to interrogate the mental models necessaryfor successful improvisation.},
 address = {New York City, NY, United States},
 author = {Fran\c{c}ois, Alexandre R. and Chew, Elaine and Thurmond, Dennis},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1177091},
 issn = {2220-4806},
 keywords = {Performer-machine interaction, visualization design, machine improvisation },
 pages = {277--280},
 title = {Visual Feedback in Performer-Machine Interaction for Musical Improvisation},
 url = {http://www.nime.org/proceedings/2007/nime2007_277.pdf},
 year = {2007}
}
"
2010,nime2010_Essl_b.pdf,nime2010_Essl_b,Use the Force (or something) --- Pressure and Pressure --- Like Input for Mobile Music Performance,"Essl, Georg and Rohs, Michael and Kratz, Sven","Force, impact, pressure, multi-touch, mobile phone, mobile music making.","Impact force is an important dimension for percussive musical instruments such as the piano. We explore three possible mechanisms how to get impact forces on mobile multi-touch devices: using built-in accelerometers, the pressure sensing capability of Android phones, and external force sensing resistors. We find that accelerometers are difficult to control for this purpose. Android's pressure sensing shows some promise, especially when combined with augmented playing technique. Force sensing resistors can offer good dynamic resolution but this technology is not currently offered in commodity devices and proper coupling of the sensor with the applied impact is difficult. ",10.5281/zenodo.1177761,"@inproceedings{nime2010_Essl_b,
 abstract = {Impact force is an important dimension for percussive musical instruments such as the piano. We explore three possible mechanisms how to get impact forces on mobile multi-touch devices: using built-in accelerometers, the pressure sensing capability of Android phones, and external force sensing resistors. We find that accelerometers are difficult to control for this purpose. Android's pressure sensing shows some promise, especially when combined with augmented playing technique. Force sensing resistors can offer good dynamic resolution but this technology is not currently offered in commodity devices and proper coupling of the sensor with the applied impact is difficult. },
 address = {Sydney, Australia},
 author = {Essl, Georg and Rohs, Michael and Kratz, Sven},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1177761},
 issn = {2220-4806},
 keywords = {Force, impact, pressure, multi-touch, mobile phone, mobile music making.},
 pages = {182--185},
 title = {Use the Force (or something) --- Pressure and Pressure --- Like Input for Mobile Music Performance},
 url = {http://www.nime.org/proceedings/2010/nime2010_182.pdf},
 year = {2010}
}
"
